ID,成语,拼音,释义,例句,出处,来源说明,许可证,自动审核结果,人工审核状态
source-414,并日而食,bìng rì ér shí,并日两天合并成一天。不能天天得食，两天三天才能得一天的粮食。形容生活穷困。,思惟北征，宜先入南，故五月渡泸，深入不毛，～，臣非不自惜也，顾王业不可偏安于蜀都。★三国·蜀·诸葛亮《后出师表》,《礼记·儒行》儒有一亩之宫，环堵之室，筚门圭窬，蓬户瓮牖，易衣而出，并日而食。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-415,病从口入,bìng cóng kǒu rù,疾病多是由食物传染。比喻应该注意饮食卫生。,我们要讲究饮食卫生，防止～。,晋·傅玄《口铭》病从口入，祸从口出。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-416,病民蛊国,bìng mín gǔ guó,病损坏，祸害；蛊相传为人工培养的毒虫，引伸为毒害ˇ人民、害国家。,吾辈～不能仇，现在之执法者也。★清·纪昀《阅微草堂笔记》卷五,明·天然痴叟《石点头·贪婪汉六院卖风流》昔刘晏呻羊，利尽缁铢，而未尝病国病民，后世犹说其聚敛。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-417,病入膏肓,bìng rù gāo huāng,膏肓古人把心尖脂肪叫膏”，心脏与膈膜之间叫肓”。形容病情十分严重，无法医治。比喻事情到了无法挽救的地步。,吾观刘琦过于酒色，～，今见面黄羸瘦，气喘呕血，不过半年，其人必死。★明·罗贯中《三国演义》第五十二回,《左传·成公十年》疾不可为也，在肓之上，膏之下，攻之不可，达之不及，药不至焉，不可为也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-418,病在膏肓,bìng zài gāo huāng,比喻事情到了无法挽救的地步。同病入膏肓”。,便遇秦和医国手，只恐他～怎救？★明邵璨《香囊记·问卜》,宋·朱熹《与台端书》今天下之病在膏肓者久，夫人而能知之，夫人而欲言之，顾以不当其任，虽欲一效其伎而无所施耳。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-419,拨乱反正,bō luàn fǎn zhèng,拨治理；乱指乱世；反通返”，回复。消除混乱局面，恢复正常秩序。,今天运将转，不过数十年，真人当出，～。★明·冯梦龙《古今小说》卷三十二,《公羊传·哀公十四年》拨乱世，反诸正，莫近诸《春秋》。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-420,拨乱反治,bō luàn fǎn zhì,犹拨乱反正。指消除混乱局面，恢复正常秩序。,夫～，苟无非常之才，其力固难以及远也。★清·何焯《义门读书记·左传一》,元·马致远《陈抟高卧》第一折区区见五代之乱，天下涂炭极矣，常有拨乱反治之志。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-421,拨云睹日,bō yún dǔ rì,拨开云彩看见太阳。形容受到启发，思想豁然开朗，或比喻见到光明，大有希望。同拨云见日”。,自别兄长台颜，一向有失听教，今得一见，如～。★元·王实甫《西厢记》第二本楔子,语出《晋书·乐广传》[卫瓘]见广而奇之……命诸子造焉，曰‘此人之水镜，见之莹然，若披云雾而睹青云者也。’”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-422,拨云见日,bō yún jiàn rì,拨开乌云见到太阳。比喻冲破黑暗见到光明。也比喻疑团消除，心里顿时明白。,晚生得蒙老先生指教，如～，感激不尽。（清·吴敬梓《儒林外史》第三十九回）,《晋书·乐广传》此人之水镜，见之莹然，若披云雾而睹青天也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-423,波谲云诡,bō jué yún guǐ,谲诡怪异，变化∶象云彩和水波那样，形态不可捉摸。原形容房屋构造就象云彩、波浪一样千姿百态◇多形容事物变幻莫测。,这其间的悲欢离合，～，令人在冷静沉默中回想起来，抚今追昔，实不胜其感慨系之.★邹韬奋《抗战以来·开匙》,汉·扬雄《甘泉赋》于是大厦云谲波诡，摧摧而成观。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-424,波澜老成,bō lán lǎo chéng,波澜波涛，形容文章多起伏；老成指文章很老练。形容文章气势雄壮，语句老练。,情辞斐亹，～，吾敬孙君宇台。★清·王晫《今世说·品藻》,唐·杜甫《敬赠郑谏议十韵》诗毫发无遗憾，波澜独老成。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-425,波澜壮阔,bō lán zhuàng kuò,原形容水面辽阔。现比喻声势雄壮或规模巨大。,七言诗须～，顿挫激昂，大开开阖耳。★清·郎廷槐《师友诗传续录》,南朝·宋·鲍照《登大雷岸与妹书》旅客贫辛，波路壮阔。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-426,剥床及肤,bō chuáng jí fū,剥六十四卦之一，坤下艮上，意即剥落、烂；及到。原指损害及于肌肤◇形容迫切的灾害或深切的痛苦。,～，其忧岂不在民乎！★宋·陈亮《义乌县减酒额记》,《周易·剥》剥床以肤，凶。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-427,剥肤椎髓,bō fū chuí suǐ,剥剥去；肤皮肤；椎捶击。剥人皮肤，敲人骨髓。比喻极其残酷地压榨和剥削。,世方以阿意顺旨为贤，～为能。★明·焦竑《玉堂丛语·政事》,唐·韩愈《郓州溪堂诗》序而公承死亡之后，掇拾之余，剥肤椎髓，公私扫地赤立。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-428,播穅眯目,bō kāng mǐ mù,散布糠屑以迷人目。比喻被外物蒙蔽而迷失方向。,夫意之所蔽以恶为美者多矣，何特眇倡之事哉？传曰‘～，则天地四方易位。’余尝三复其言而悲之。★宋·秦观《眇倡传》,《庄子天运》夫播穅眯目，则天地四方易位矣。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-429,伯仲之间,bó zhòng zhī jiān,伯仲兄弟排行的次第，伯是老大，仲是老二；间中间。比喻差不多，难分优劣。,～见伊吕，指挥若定失萧曹。★唐·杜甫《咏怀古迹》诗,三国·魏·曹丕《曲论·论文》傅毅之于班固，伯仲之间耳。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-430,勃然变色,bó rán biàn sè,勃然突然地。变色变了脸色。突然生气，变了脸色。,重耳～，搁杯不饮。★明·冯梦龙《东周列国志》第三十四回,《孟子·万章下》（孟子）曰‘君有大过谏；反复之而不听，则易位。’王勃然变乎色。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-431,博采众长,bó cǎi zhòng cháng,博采广泛搜集采纳。从多方面吸取各家的长处。,他对学生、画友，从不以我画线，而是主张～，自立门户。★黄胄《怀念望云老师》,汉·刘向《说苑·君道》凡处尊位者，必以敬下顺德规谏，必开不讳之门，蹲节安静以藉之，谏者勿振以威，母格其言，博采其辞，乃择可观。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-432,博古通今,bó gǔ tōng jīn,通通晓；博广博，知道得多。对古代的事知道得很多，并且通晓现代的事情。形容知识丰富。,你向有才女之名，最是～。★清·李汝珍《镜花缘》第五回,《孔子家语·观周》吾闻老聃博古知今。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-433,博硕肥腯,bó shuò féi tú,博硕形状大；腯音‘途’，肥壮。指六畜肥壮。,家有水牛一，博硕肥途，爱之特甚。★清·淮阴百一居士《壶天录》,《左传·桓公六年》故奉牲以告曰‘博硕肥途。’”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
